Body,Call,Number,Procedure,Block,Number in block,Title
es_age_1166,2008,2,3,5,81,Análisis de sistemas de información. El modelo entidad relación. Entidades y superentidades.
es_age_1166,2008,2,3,6,82,"El análisis estructurado. Diccionario de datos, diagrama de flujo de datos. Análisis esencial."
es_age_1166,2008,2,3,7,83,"El análisis orientado a objetos. Objetos, clases, herencia métodos. Arquitecturas de Objetos distribuidos."
es_age_1166,2008,2,3,8,84,Técnicas de análisis y diseño de sistemas transaccionales.
es_age_1166,2008,2,3,9,85,El diseño estructurado. Diseño orientado a objetos.
es_age_1166,2008,2,3,10,86,La elaboración de prototipos en el desarrollo de sistemas.
es_age_1166,2008,2,3,11,87,La metodología de planificación y desarrollo de Sistemas de Información MÉTRICA.
es_age_1166,2008,2,3,12,88,La garantía de calidad en el proceso de producción del software.
es_age_1166,2008,2,3,13,89,Métricas y evaluación de la calidad del software. La implantación de la función de calidad.
es_age_1166,2008,2,3,14,90,La estimación de recursos y esfuerzo en el desarrollo de sistemas de información.
es_age_1166,2008,2,3,15,91,La migración de aplicaciones en el marco de procesos de ajuste dimensional.
es_age_1166,2008,2,3,16,92,Reingeniería de sistemas de información e ingeniería inversa.
es_age_1166,2008,2,3,17,93,La Calidad en los servicios de información. El Modelo EFQM y la Guía para los servicios ISO 9004.
es_age_1166,2008,2,3,18,94,El Tratamiento de imágenes y el proceso electrónico de documentos.
es_age_1166,2008,2,3,19,95,Reconocimiento óptico de caracteres y reconocimiento de voz.
es_age_1166,2008,2,3,20,96,Gestión documental. Gestión de contenidos.
es_age_1166,2008,2,3,21,97,Los servicios de información electrónica. Política y acciones de la Comunidad Europea en este sector.
es_age_1166,2008,2,3,22,98,Sistemas de recuperación de la información.
es_age_1166,2008,2,3,23,99,"Políticas, Procedimientos y métodos para la conservación de la información en soporte."
es_age_1166,2008,2,4,,100,Sistemas de cableado y equipos de interconexión de redes.
es_age_1166,2008,2,4,,101,Protocolos de transporte: tipos y funcionamiento. La familia de protocolos TCP/IP. El protocolo IPv6. MLPS.
es_age_1166,2008,2,4,,102,Redes de área local. Redes de área extensa.
es_age_1166,2008,2,4,,103,Interconexión de redes de área local.
es_age_1166,2008,2,4,,104,Las redes públicas de transmisión de datos. Redes telemáticas transeuropeas.
es_age_1166,2008,2,4,,105,Planificación y gestión de redes.
es_age_1166,2008,2,4,,106,"Planificación y control de las TIC, ITIL («IT Infrastructure Library»), CoBIT («Control Objetives for Information and Related Technology»), objetivos de control y métricas. Gestión de servicios e infraestructuras TIC, gestión del valor de las TIC."
es_age_1166,2008,2,4,,107,Telecomunicaciones por cable. Estructura de la red de cable. Normativa reguladora. CATV. Organización de demarcaciones. Operadores del mercado. Servicios de red.
es_age_1166,2008,2,4,,108,El correo electrónico. Servicios de directorio.
es_age_1166,2008,2,4,,109,"Comunicaciones: xDSL, Wi-Fi (IEEE802.11), Wi-Max (IEE802.16), PLC. Bluetooth. Seguridad, normativa reguladora. Ventajas e inconvenientes."
es_age_1166,2008,2,4,,110,"Las comunicaciones móviles. Tecnologías de telefonía móvil analógica y digital (GSM y otras tecnologías como GPRS). Los servicios de tercera generación (UTMS, HSDPA)."
es_age_1166,2008,2,4,,111,Redes de tecnología Frame Relay y ATM.
es_age_1166,2008,2,4,,112,"Ley 32/2003, de 3 de noviembre, General de Telecomunicaciones. Comisión Nacional del Mercado de Telecomunicaciones: organización, funciones y competencia."
es_age_1166,2008,2,4,,113,Economía de las Telecomunicaciones. Conceptos básicos.
es_age_1166,2008,2,4,,114,La seguridad en redes. Control de accesos. Técnicas criptográficas. Mecanismos de firma digital. Control de Intrusiones. Cortafuegos.
es_age_1166,2008,2,4,,115,La red Internet y los servicios básicos.
es_age_1166,2008,2,4,,116,"Los servicios de acceso a información basados en Internet. Agentes que intervienen, características y estructuras de las redes soporte, métodos de acceso, aspectos de seguridad, tendencias."
es_age_1166,2008,2,4,,117,"Arquitectura de las redes Intranet y Extranet. Concepto, Estructura y características. Su implantación en las organizaciones. Modelo de capas: Servidores de aplicaciones, servidores de datos, granjas de servidores."
es_age_1166,2008,2,4,,118,"Arquitectura de desarrollo en la WEB (I). Integración de contenido, sonido, imagen y animación. Scripts del cliente."
es_age_1166,2008,2,4,,119,Arquitectura de desarrollo en la WEB (II). Tecnología. NET.
es_age_1166,2008,2,4,,120,Arquitectura de desarrollo en la WEB (III). Tecnología JAVA.
es_age_1166,2009,1,1,,1,"La Constitución española de 1978 (I). Los principios constitucionales. Los derechos fundamentales y sus garantías. La Corona. Cortes Generales. Congreso de los Diputados y Senado. El Gobierno. Los Órganos constitucionales de control del Gobierno: Tribunal de Cuentas, Defensor del Pueblo. La función consultiva: El Consejo de Estado."
es_age_1166,2009,1,1,,2,"La constitución española de 1978 (II). El Poder Judicial. La justicia en la Constitución. El Consejo General del Poder Judicial. El Ministerio Fiscal. El Tribunal Constitucional. Naturaleza, organización y atribuciones."
es_age_1166,2009,1,1,,3,La constitución española de 1978 (III). Las Comunidades Autónomas: organización política y administrativa. La Administración Local: regulación constitucional y entidades que la integran.
es_age_1166,2009,1,1,,4,La constitución española de 1978 (IV). La administración pública: Principios constitucionales. La administración general del Estado. Sus órganos centrales.
es_age_1166,2009,1,1,,5,"La Unión Europea: antecedentes, evolución y objetivos. Los tratados originarios y modificativos. El derecho comunitario. Fuentes. Relación entre el Derecho comunitario y el ordenamiento jurídico de los Estados miembros. La participación del Estados miembros en el proceso decisorio."
es_age_1166,2009,1,1,,6,"Las Instituciones de la Unión Europea: el Consejo de la Unión Europea, la Comisión, el Parlamento, el Tribunal de Justicia y el Tribunal de Cuentas. El Consejo Europeo."
es_age_1166,2009,1,1,,7,Procedimiento administrativo presencial y telemático. Procedimiento administrativo común: principios generales. Sus fases. Implementación de registros de entrada y salida.
es_age_1166,2009,1,1,,8,La revisión de los actos en vía administrativa. Los recursos administrativos. El recurso contencioso-administrativo.
es_age_1166,2009,1,1,,9,La responsabilidad patrimonial de las Administraciones Públicas. Procedimiento de responsabilidad patrimonial. La acción de responsabilidad.
es_age_1166,2009,1,1,,10,Los contratos de las Administraciones Públicas. Principios comunes. La Ley de Contratos del Sector Público. Requisitos necesarios para la celebración de los contratos. Procedimientos de contratación y formas de adjudicación. Tipos de contratos y características generales.
es_age_1166,2009,1,1,,11,Los presupuestos generales del Estado. Estructura del presupuesto: clasificación de los gastos. Las modificaciones presupuestarias. La ejecución del gasto y su control. El control interno: la Intervención General de la Administración del Estado. El control externo: el Tribunal de Cuentas y las Cortes Generales.
es_age_1166,2009,1,1,,12,El modelo económico español en el marco de la economía mundial. El crecimiento sostenible y las políticas medioambientales. Líneas generales de la política económica actual.
es_age_1166,2009,1,1,,13,"El sector primario. El sector industrial. El sector servicios. Los subsectores de comercio, transportes y comunicaciones. El turismo"
es_age_1166,2009,1,1,,14,La estructura social. Tendencias demográficas. Políticas de género. Discapacidad y dependencia. Política contra la violencia de género.
es_age_1166,2009,1,1,,15,El mercado de trabajo: evolución y características actuales. Principales magnitudes. Políticas públicas de empleo.
es_age_1166,2009,1,1,,16,El impacto de las tecnologías de la información y las comunicaciones en la economía y en el mercado de trabajo. Principales magnitudes.
es_age_1166,2009,1,2,,17,La función gerencial en las administraciones públicas. Particularidades de la gestión pública.
es_age_1166,2009,1,2,,18,Los procesos de modernización de las administraciones públicas. La calidad en los servicios públicos. Las tecnologías de la información y las comunicaciones en los procesos de modernización. Las estrategias ante el cambio hacia la Administración Electrónica.
es_age_1166,2009,1,2,,19,La crisis de la burocracia como sistema de gestión. La adecuación de técnicas del sector privado. El »management» público. La gobernanza. La ética pública.
es_age_1166,2009,1,2,,20,La gestión del conocimiento y el capital intelectual en las organizaciones.
es_age_1166,2009,2,2,,21,Definición y estructura de los Sistemas de Información.
es_age_1166,2009,2,2,,22,La información en las organizaciones. Las organizaciones basadas en la información. La Administración como caso específico de este tipo de organización.
es_age_1166,2009,2,2,,23,"La comunicación en las organizaciones complejas. Captación, flujo y aprovechamiento de la información. Consecuencias del funcionamiento deficiente de los Sistemas de Información."
es_age_1166,2009,2,2,,24,"Estrategia, objetivos y funciones del directivo de Sistemas y Tecnologías de la Información en la Administración."
es_age_1166,2009,2,2,,25,Herramientas de planificación y control de gestión de la función del directivo de Sistemas y Tecnologías de la Información en la Administración. El cuadro de mando.
es_age_1166,2009,2,2,,26,"Organización y funcionamiento de un Centro de Sistemas de Información. Funciones de: desarrollo, mantenimiento, sistemas, bases de datos, comunicaciones, infocentro y relaciones con usuarios."
es_age_1166,2009,2,2,,27,Dirección de proyectos. Planificación de recursos técnicos y humanos.
es_age_1166,2009,2,2,,28,Dirección y gestión de proyectos de tecnologías de la información.
es_age_1166,2009,2,1,,29,La política de protección de datos de carácter personal. Normativa. La Agencia Española de Protección de Datos.
es_age_1166,2009,2,1,,30,La legislación en materia de sociedad de la información y administración electrónica en España y Europa.
es_age_1166,2009,2,1,,31,"Auditoría Informática I. Concepto y contenidos. Administración, planeamiento, organización, infraestructura técnica y prácticas operativas"
es_age_1166,2009,2,1,,32,"Auditoría Informática II. Protección de activos de información, recuperación de desastres y continuidad del negocio."
es_age_1166,2009,2,1,,33,"Auditoría Informática III. Desarrollo, adquisición, implementación y mantenimiento de sistemas. Evaluación de procesos y gestión de riesgos"
es_age_1166,2009,2,1,,34,La teoría de la decisión multicriterio como modelo de referencia metodológico para la selección de bienes sencillos. El método de ponderación lineal
es_age_1166,2009,2,1,,35,Alternativas básicas de decisión en el campo del equipamiento hardware y software.
es_age_1166,2009,2,1,,36,La protección jurídica de los programas de ordenador.
es_age_1166,2009,2,1,,37,Los medios de comprobación de la legalidad y control del software.
es_age_1166,2009,2,1,,38,La rentabilidad de las inversiones en los proyectos de Tecnologías de la Información.
es_age_1166,2009,2,1,,39,Accesibilidad y usabilidad. W3C.
es_age_1166,2009,2,2,,40,Interoperabilidad y sistemas abiertos. Política comunitaria al respecto.
es_age_1166,2009,2,2,,41,La gestión de la compra pública de tecnologías de la información.
es_age_1166,2009,2,2,,42,Organizaciones internacionales y nacionales de normalización. Pruebas de conformidad y certificación. El establecimiento de servicios de pruebas de conformidad.
es_age_1166,2009,2,2,,43,El acceso electrónico a las Administraciones Públicas. La Ley 11/2007 y su normativa de desarrollo.
es_age_1166,2009,2,2,,44,Instrumentos para la cooperación entre Administraciones Públicas en materia de Administración Electrónica. Infraestructuras y servicios comunes. Plataformas de validación e interconexión de redes.
es_age_1166,2009,2,2,,45,Sistemas de altas prestaciones. Grid Computing.
es_age_1166,2009,2,2,,46,Equipos departamentales y estaciones gráficas de trabajo.
es_age_1166,2009,2,2,,47,"Dispositivos personales de PC, Tablet PC, Pocket PC. La conectividad de los dispositivos personales"
es_age_1166,2009,2,2,,48,Sistemas de almacenamiento para sistemas grandes y departamentales. Dispositivos para tratamiento de información multimedia
es_age_1166,2009,2,1,,49,"Tipos de sistemas de información multiusuario. Sistemas grandes, medios y pequeños. Servidores de datos y de aplicaciones. Virtualización de servidores."
es_age_1166,2009,2,1,,50,El procesamiento cooperativo y la arquitectura cliente-servidor.
es_age_1166,2009,2,1,,51,Arquitectura SOA.
es_age_1166,2009,2,1,,52,"Concepto, evolución y tendencias de los sistemas operativos."
es_age_1166,2009,2,1,,53,El sistema operativo UNIX-LINUX. Conceptos básicos.
es_age_1166,2009,2,1,,54,"El Sistema Operativo UNIX-LINUX. Administración. Interfase gráfica-Gnome, KDE etc."
es_age_1166,2009,2,1,,55,Los Sistemas Operativos y el soporte lógico de base I. Sistemas de altas prestaciones.
es_age_1166,2009,2,1,,56,Los Sistemas Operativos y el soporte lógico de base II. Entorno Microsoft.
es_age_1166,2009,2,1,,57,Los sistemas de gestión de bases de datos SGBD. El modelo de referencia de ANSI.
es_age_1166,2009,2,1,,58,El modelo relacional. El lenguaje SQL. Normas y estándares para la interoperabilidad entre gestores de bases de datos relacionales.
es_age_1166,2009,2,1,,59,Entorno de desarrollo Microsoft.NET para software con distribución.
es_age_1166,2009,2,1,,60,Entorno de desarrollo JAVA para software con distribución.
es_age_1166,2009,2,1,,61,Software de código abierto I. Software libre. Conceptos base.
es_age_1166,2009,2,1,,62,Software de código abierto II. Software libre. Aplicaciones en entorno ofimático y servidores Web.
es_age_1166,2009,2,1,,63,"Inteligencia artificial: La orientación heurística, inteligencia artificial distribuida, agentes inteligentes"
es_age_1166,2009,2,1,,64,Gestión del conocimiento: Representación del conocimiento. Sistemas expertos. Herramientas.
es_age_1166,2009,2,1,,65,Sistemas CRM (Customer Relationship Management) y ERP (Enterprise Resource Planing).
es_age_1166,2009,2,1,,66,"E-learning: Conceptos, herramientas, sistemas de implantación y normalización"
es_age_1166,2009,2,1,,67,Los sistemas de información geográfica. Conceptos y funcionalidad básicos.
es_age_1166,2009,2,1,,68,Gestión de los datos corporativos. Almacén de datos (Data-Warehouse). Arquitectura OLAP. Minería de datos. Generación de Informes a la Dirección.
es_age_1166,2009,2,1,,69,Lenguajes y herramientas para la utilización de redes globales. HTML y XML.
es_age_1166,2009,2,1,,70,Comercio electrónico. Mecanismos de pago. Gestión del negocio. Factura electrónica. Pasarelas de pago.
es_age_1166,2009,2,1,,71,"Workflow, Groupware y Data-Warehouse."
es_age_1166,2009,2,1,,72,El cifrado. Algoritmos de cifrado simétricos y asimétricos. La función hash. El notariado.
es_age_1166,2009,2,1,,73,Servicios de autenticación: El rol de los certificados digitales. Localización de claves públicas. Servicio de directorio X 500. Marco de autenticación X 509. Otros servicios.
es_age_1166,2009,2,2,,74,Infraestructura de clave pública (PKI): Definición y elementos de una PKI. Prestación de servicios de certificación públicos y privados. Gestión del ciclo de vida de un certificado. Jerarquías de PSC. Protocolos de directorio basados en LDAP. Almacenamiento seguro de claves privadas: «Smart Cards». DNI electrónico.
es_age_1166,2009,2,2,,75,Adaptación de aplicaciones y entornos a los requisitos de la normativa de protección de datos según los niveles de seguridad. Herramientas de encriptación y auditoría.
es_age_1166,2009,2,2,,76,El ciclo de vida de los sistemas de información. Modelos del ciclo de vida.
es_age_1166,2009,2,2,,77,Planificación estratégica de sistemas de información y de comunicaciones. El plan de sistemas de información.
es_age_1166,2009,2,2,,78,El análisis de requisitos de los sistemas de información y de comunicaciones.
es_age_1166,2009,2,2,,79,Metodología de desarrollo de sistemas. Orientación al proceso y orientación a los datos. Metodologías de desarrollo ágil de software. Técnicas BPM (Business Process Management).
es_age_1166,2009,2,2,,80,Análisis de sistemas de información. El modelo entidad relación. Entidades y superentidades.
es_age_1166,2009,2,2,,81,"El análisis estructurado. Diccionario de datos, diagrama de flujo de datos. Análisis esencial."
es_age_1166,2009,2,2,,82,"El análisis orientado a objetos. Objetos, clases, herencia métodos. Arquitecturas de Objetos distribuidos."
es_age_1166,2009,2,2,,83,Técnicas de análisis y diseño de sistemas transaccionales.
es_age_1166,2009,2,2,,84,El diseño estructurado. Diseño orientado a objetos
es_age_1166,2009,2,2,,85,La elaboración de prototipos en el desarrollo de sistemas.
es_age_1166,2009,2,2,,86,La metodología de planificación y desarrollo de Sistemas de Información MÉTRICA
es_age_1166,2009,2,2,,87,La garantía de calidad en el proceso de producción del software.
es_age_1166,2009,2,2,,88,Métricas y evaluación de la calidad del software. La implantación de la función de calidad
es_age_1166,2009,2,2,,89,La estimación de recursos y esfuerzo en el desarrollo de sistemas de información.
es_age_1166,2009,2,2,,90,La migración de aplicaciones en el marco de procesos de ajuste dimensional.
es_age_1166,2009,2,2,,91,Reingeniería de sistemas de información e ingeniería inversa.
es_age_1166,2009,2,2,,92,La Calidad en los servicios de información. El Modelo EFQM y la Guía para los servicios ISO 9004.
es_age_1166,2009,2,2,,93,El Tratamiento de imágenes y el proceso electrónico de documentos.
es_age_1166,2009,2,2,,94,Reconocimiento óptico de caracteres y reconocimiento de voz.
es_age_1166,2009,2,2,,95,Gestión documental. Gestión de contenidos.
es_age_1166,2009,2,2,,96,Sistemas de recuperación de la información.
es_age_1166,2009,2,2,,97,"Políticas, Procedimientos y métodos para la conservación de la información en soporte."
es_age_1166,2009,2,2,,98,"Planificación y control de las TIC, ITIL («IT Infrastructure Library»), CoBIT («Control Objetives for Information and Related Technology»), objetivos de control y métricas. Gestión de servicios e infraestructuras TIC, gestión del valor de las TIC."
es_age_1166,2009,2,2,,99,Sistemas de cableado y equipos de interconexión de redes.
es_age_1166,2009,2,2,,100,Protocolos de transporte: tipos y funcionamiento. La familia de protocolos TCP/IP. El protocolo IPv6. MPLS. Voz sobre IP.
es_age_1166,2009,2,2,,101,Redes de área local. Redes de área extensa.
es_age_1166,2009,2,2,,102,Interconexión de redes.
es_age_1166,2009,2,2,,103,Las redes públicas de transmisión de datos.
es_age_1166,2009,2,2,,104,Planificación y gestión de redes.
es_age_1166,2009,2,3,,105,Telecomunicaciones por cable (CATV). Estructura de la red de cable. Operadores del mercado. Servicios de red.
es_age_1166,2009,2,3,,106,El correo electrónico. Servicios de directorio.
es_age_1166,2009,2,3,,107,"Comunicaciones: xDSL, Wi-Fi (IEEE802.11), Wi-Max (IEE802.16). Bluetooth. Seguridad, normativa reguladora. Ventajas e inconvenientes"
es_age_1166,2009,2,3,,108,"Las comunicaciones móviles. Tecnologías de telefonía móvil analógica y digital (GSM y otras tecnologías como GPRS). Los servicios de tercera generación (UTMS, HSDPA)."
es_age_1166,2009,2,3,,109,Redes de tecnología Frame Relay y ATM. Integración voz-datos sobre FR y ATM.
es_age_1166,2009,2,3,,110,"Ley 32/ 2003, de 3 de noviembre, General de Telecomunicaciones. Comisión Nacional del Mercado de Telecomunicaciones: organización, funciones y competencia."
